#Task Selector: 5
#PID Parameters: kp: 0.09, kd: 0.04, ki: 0.04
#n_pos: 5
#n_vel: 15
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
0 0.00 0.00 0.00 0.00 10.83 -5.67 2.17 -1.13 677004.61 -354276.77 45133.64 -23618.45
11825 0.00 0.00 0.00 0.00 8.59 -4.54 3.88 -2.04 140435.72 -70672.05 54496.02 -28329.92
23821 0.00 0.00 0.00 0.00 10.84 -6.80 6.05 -3.40 190.27 -191.00 54508.71 -28342.65
39987 0.00 0.00 0.00 0.00 9.71 -5.67 7.99 -4.53 -93.86 94.23 54502.45 -28336.37
54901 0.00 0.00 0.00 0.00 11.96 -5.67 10.38 -5.67 138.97 -0.36 54511.71 -28336.40
70718 0.00 0.00 0.00 0.00 10.84 -6.80 10.38 -5.89 -75.14 -75.41 54506.71 -28341.42
86613 0.00 0.00 0.00 0.00 9.70 -3.41 10.61 -5.67 -71.46 213.78 54501.94 -28327.17
103344 0.00 0.00 0.00 0.00 11.95 -4.54 10.83 -5.22 141.41 -71.10 54511.37 -28331.91
120092 0.00 0.00 0.00 0.00 9.71 -4.54 10.83 -4.99 -134.22 0.31 54502.42 -28331.89
135361 0.00 0.00 0.00 0.00 10.83 -3.42 10.61 -4.54 66.87 67.03 54506.88 -28327.42
152136 0.00 0.00 0.00 0.00 10.83 -4.54 10.60 -4.09 0.16 -73.68 54506.89 -28332.33
169743 0.00 0.00 0.00 0.00 10.83 -3.42 10.83 -4.09 -0.15 67.07 54506.88 -28327.86
185183 0.00 0.00 0.00 0.00 11.95 -3.42 10.83 -3.87 63.77 -0.15 54511.13 -28327.87
200508 0.00 0.00 0.00 0.00 10.83 -4.54 11.05 -3.87 -72.56 -72.70 54506.29 -28332.72
216697 0.00 0.00 0.00 0.00 10.82 -2.29 11.05 -3.64 -0.31 146.75 54506.27 -28322.94
233701 0.00 0.00 0.00 0.00 11.95 -3.42 11.28 -3.42 69.49 -69.58 9377.27 -4709.12
249610 0.00 0.00 0.00 0.00 10.82 -2.29 11.28 -3.19 -66.16 66.25 10.47 6.76
266058 0.00 0.00 0.00 0.00 9.70 -0.05 10.83 -2.52 -70.70 141.19 -6.93 28.91
281901 0.00 0.00 0.00 0.00 10.82 -1.17 10.82 -1.84 68.26 -68.30 3.88 18.07
298384 0.00 0.00 0.00 0.00 9.70 -0.05 10.60 -1.40 -70.87 70.91 -10.11 22.83
314270 0.00 0.00 0.00 0.00 9.70 -1.17 10.15 -0.95 0.09 -68.05 -5.09 23.32
331409 0.00 0.00 0.00 0.00 10.82 -1.17 10.15 -0.72 70.59 -0.11 4.38 9.06
347493 0.00 0.00 0.00 0.00 10.82 2.19 10.37 -0.27 -0.26 196.25 -5.07 26.88
363303 0.00 0.00 0.00 0.00 10.82 2.19 10.37 0.40 0.00 0.00 3.88 26.86
380985 0.00 0.00 0.00 0.00 11.94 3.31 10.82 1.07 70.86 70.78 4.15 27.11
396470 0.00 0.00 0.00 0.00 9.70 4.43 10.82 2.19 -126.81 63.40 -4.32 36.25
412169 0.00 0.00 0.00 0.00 10.82 2.19 10.82 2.86 72.46 -144.65 0.52 22.13
428113 0.00 0.00 0.00 0.00 11.94 4.43 11.04 3.31 71.30 142.61 1.03 31.65
444762 0.00 0.00 0.00 0.00 10.82 4.43 11.04 3.76 -70.31 0.04 1.17 36.50
460829 0.00 0.00 0.00 0.00 9.70 2.19 10.59 3.54 -67.21 -134.45 -3.28 17.75
477725 0.00 0.00 0.00 0.00 10.82 4.43 10.82 3.54 69.64 139.32 -3.28 31.68
493360 0.00 0.00 0.00 0.00 10.82 4.43 10.82 3.98 0.00 0.00 1.14 27.26
510253 0.00 0.00 0.00 0.00 8.58 5.55 10.14 4.21 -143.29 71.62 -3.70 22.62
527290 0.00 0.00 0.00 0.00 10.82 7.79 10.14 4.88 132.58 132.45 0.58 36.01
544934 0.00 0.00 0.00 0.00 8.58 7.79 9.92 6.00 -131.47 -0.02 -3.46 31.28
559727 0.00 0.00 0.00 0.00 8.58 7.79 9.47 6.67 0.00 0.00 -3.46 35.82
575933 0.00 0.00 0.00 0.00 9.70 5.55 9.25 6.89 75.69 -151.25 -3.12 25.74
591797 0.00 0.00 0.00 0.00 8.58 7.79 9.25 7.34 -69.09 138.06 -7.71 21.86
609197 0.00 0.00 0.00 0.00 7.46 6.67 8.58 7.12 -70.54 -70.51 -12.41 17.16
624401 0.00 0.00 0.00 0.00 8.58 7.79 8.58 7.12 64.31 64.28 -12.85 16.73
641158 0.00 0.00 0.00 0.00 7.46 7.79 8.35 7.12 -73.60 -0.01 -9.30 12.50
656313 0.00 0.00 0.00 0.00 6.34 7.79 7.68 7.57 -66.76 -0.00 -18.58 22.14
672332 0.00 0.00 0.00 0.00 8.58 6.67 7.68 7.34 147.65 -73.80 -13.49 7.72
688807 0.00 0.00 0.00 0.00 6.34 8.91 7.46 7.79 -139.68 139.63 -18.12 17.02
704740 0.00 0.00 0.00 0.00 6.34 8.91 7.01 8.01 0.00 0.00 -13.64 25.99
721147 0.00 0.00 0.00 0.00 5.22 8.91 6.56 8.24 -70.20 -0.01 -22.96 16.70
737563 0.00 0.00 0.00 0.00 5.22 8.91 6.34 8.46 0.00 0.00 -22.96 16.70
754522 0.00 0.00 0.00 0.00 5.22 6.67 5.67 8.46 -0.00 -136.25 -13.41 2.84
770223 0.00 0.00 0.00 0.00 6.34 8.91 5.67 8.46 65.95 131.89 -17.85 2.80
786871 0.00 0.00 0.00 0.00 5.22 8.91 5.44 8.46 -71.23 -0.01 -13.83 2.80
803093 0.00 0.00 0.00 0.00 4.10 7.79 5.22 8.24 -67.17 -67.18 -18.31 -1.68
819639 0.00 0.00 0.00 0.00 2.98 8.91 4.77 8.24 -68.94 68.94 -27.95 13.00
836178 0.00 0.00 0.00 0.00 5.22 8.91 4.77 8.68 135.18 0.00 -14.34 3.80
851123 0.00 0.00 0.00 0.00 2.98 6.67 4.10 8.24 -135.23 -135.23 -18.65 -0.52
868949 0.00 0.00 0.00 0.00 5.22 8.91 4.10 8.24 149.65 149.66 -12.96 5.18
884011 0.00 0.00 0.00 0.00 5.22 7.79 4.33 8.24 -0.00 -62.74 -8.05 0.99
899925 0.00 0.00 0.00 0.00 2.98 7.79 4.33 8.01 -148.49 -0.00 -13.50 0.99
916123 0.00 0.00 0.00 0.00 4.10 7.79 4.10 7.79 70.27 -0.00 -18.66 5.91
932323 0.00 0.00 0.00 0.00 4.10 6.67 4.33 7.79 -0.00 -69.04 -9.35 -8.00
947536 0.00 0.00 0.00 0.00 5.22 6.67 4.33 7.34 69.03 -0.00 -4.75 -8.00
963779 0.00 0.00 0.00 0.00 4.10 5.55 4.10 6.89 -73.51 -73.51 -4.97 -12.90
980112 0.00 0.00 0.00 0.00 4.10 5.55 4.33 6.45 0.00 0.00 -4.97 -12.90
996600 0.00 0.00 0.00 0.00 2.98 4.43 4.10 5.78 -68.47 -68.48 -9.53 -8.38
1013495 0.00 0.00 0.00 0.00 4.10 5.55 4.10 5.55 67.83 67.84 -9.41 -12.65
1029459 0.00 0.00 0.00 0.00 4.10 6.67 3.88 5.55 -0.00 66.19 -4.66 -8.24
1048077 0.00 0.00 0.00 0.00 4.10 6.67 3.88 5.78 0.00 0.00 -0.18 -3.76
1061268 0.00 0.00 0.00 0.00 4.10 5.55 3.88 5.78 0.00 -60.06 4.42 -12.36
1077906 0.00 0.00 0.00 0.00 4.10 6.67 4.10 6.22 -0.00 84.78 -4.59 -6.71
1093708 0.00 0.00 0.00 0.00 5.22 4.43 4.33 6.00 67.22 -134.44 8.90 -6.65
1110413 0.00 0.00 0.00 0.00 2.98 5.55 4.10 5.78 -141.54 70.78 -10.51 -11.91
1126322 0.00 0.00 0.00 0.00 4.10 6.67 4.10 5.78 66.94 66.94 -6.05 -3.27
1142747 0.00 0.00 0.00 0.00 4.10 5.55 4.10 5.78 0.00 -70.29 3.85 -7.95
1158539 0.00 0.00 0.00 0.00 5.22 5.55 4.33 5.55 68.08 -0.00 3.71 -7.95
1175756 0.00 0.00 0.00 0.00 4.10 5.55 4.10 5.78 -70.81 0.00 -1.02 -3.35
1191354 0.00 0.00 0.00 0.00 4.10 5.55 4.33 5.78 0.00 0.00 -5.62 -3.35
1208042 0.00 0.00 0.00 0.00 5.22 6.67 4.55 5.78 71.69 71.69 4.06 6.33
1225253 0.00 0.00 0.00 0.00 5.22 5.55 4.77 5.78 0.00 -67.01 4.06 1.86
1240969 0.00 0.00 0.00 0.00 5.22 5.55 4.77 5.78 0.00 0.00 8.63 6.43
1257369 0.00 0.00 0.00 0.00 5.22 5.55 5.00 5.78 0.00 0.00 4.11 1.91
1274822 0.00 0.00 0.00 0.00 6.34 4.43 5.44 5.55 68.21 -68.21 8.65 -7.05
1288522 0.00 0.00 0.00 0.00 5.22 5.55 5.44 5.33 -64.09 64.09 4.38 -2.78
1306624 0.00 0.00 0.00 0.00 5.22 5.55 5.44 5.33 0.00 0.00 4.38 1.22
1322306 0.00 0.00 0.00 0.00 5.22 4.43 5.44 5.11 0.00 -61.79 4.38 -8.55
1337628 0.00 0.00 0.00 0.00 5.22 5.55 5.44 5.11 -0.01 71.32 -0.10 5.17
1353720 0.00 0.00 0.00 0.00 6.34 5.55 5.44 5.33 72.99 -0.01 14.20 0.45
1370929 0.00 0.00 0.00 0.00 7.46 4.43 5.89 5.11 69.53 -69.52 14.37 -8.65
1387402 0.00 0.00 0.00 0.00 8.58 5.55 6.56 5.11 65.02 64.99 18.71 0.37
1402952 0.00 0.00 0.00 0.00 6.34 5.55 6.79 5.33 -135.84 0.02 5.11 0.37
1419369 0.00 0.00 0.00 0.00 5.22 4.43 6.79 5.11 -71.92 -71.92 5.04 -4.42
1435266 0.00 0.00 0.00 0.00 6.34 5.55 6.79 5.11 68.12 68.12 9.58 0.12
1452496 0.00 0.00 0.00 0.00 6.34 4.43 6.56 5.11 0.01 -70.36 4.80 -9.35
1468817 0.00 0.00 0.00 0.00 5.22 4.43 5.89 4.88 -64.92 0.01 0.47 -4.88
1484699 0.00 0.00 0.00 0.00 7.46 4.43 6.11 4.66 137.08 -0.02 9.61 -4.88
1500743 0.00 0.00 0.00 0.00 6.34 4.43 6.34 4.66 -70.44 0.02 4.92 -4.88
1516987 0.00 0.00 0.00 0.00 6.34 5.55 6.34 4.66 -0.01 69.72 0.37 4.31
1532921 0.00 0.00 0.00 0.00 7.46 3.32 6.56 4.43 68.90 -137.76 9.23 -9.15
1550442 0.00 0.00 0.00 0.00 5.22 4.43 6.56 4.43 -140.43 70.25 -0.13 -4.46
1564904 0.00 0.00 0.00 0.00 6.34 4.43 6.34 4.43 63.84 -0.01 4.13 -0.34
1582394 0.00 0.00 0.00 0.00 7.46 2.20 6.56 3.99 77.42 -154.79 9.29 -15.42
1598455 0.00 0.00 0.00 0.00 7.46 4.43 6.79 3.76 -0.05 127.97 4.42 -6.89
1614831 0.00 0.00 0.00 0.00 8.58 2.20 7.01 3.54 69.75 -139.40 4.44 -11.54
1630933 0.00 0.00 0.00 0.00 6.34 4.43 7.23 3.54 -136.73 136.73 -9.01 -6.76
1647508 0.00 0.00 0.00 0.00 6.34 4.43 7.23 3.54 0.00 0.00 0.04 -6.76
1664015 0.00 0.00 0.00 0.00 7.46 4.43 7.23 3.99 67.50 -0.02 9.34 -1.97
1679614 0.00 0.00 0.00 0.00 8.58 4.43 7.46 3.99 67.80 -0.02 9.31 -6.51
1695542 0.00 0.00 0.00 0.00 6.34 4.43 7.01 4.43 -143.47 0.04 -0.25 -1.82
1711621 0.00 0.00 0.00 0.00 6.34 2.20 7.01 3.99 0.04 -140.51 4.08 -11.19
1728700 0.00 0.00 0.00 0.00 6.34 4.43 7.01 3.99 -0.04 139.19 -5.06 -1.91
1745022 0.00 0.00 0.00 0.00 7.46 2.20 7.01 3.54 65.56 -131.07 4.01 -10.64
1760804 0.00 0.00 0.00 0.00 6.34 2.20 6.56 3.09 -68.56 0.03 -0.56 -15.29
1776793 0.00 0.00 0.00 0.00 6.34 4.43 6.56 3.09 -0.04 141.81 -5.16 3.35
1793322 0.00 0.00 0.00 0.00 7.46 3.32 6.79 3.32 69.99 -70.00 8.87 -6.00
1810578 0.00 0.00 0.00 0.00 7.46 3.32 7.01 3.09 0.00 0.00 4.61 -6.00
1826215 0.00 0.00 0.00 0.00 6.34 3.32 6.79 3.32 -64.84 0.02 -4.87 4.32
1842549 0.00 0.00 0.00 0.00 6.34 2.20 6.79 3.32 0.02 -71.58 -4.87 -8.98
1857491 0.00 0.00 0.00 0.00 5.22 4.43 6.56 3.32 -68.51 137.03 -14.09 9.44
1874441 0.00 0.00 0.00 0.00 6.34 2.20 6.34 3.09 74.89 -149.79 0.02 -9.66
1890571 0.00 0.00 0.00 0.00 5.22 3.32 5.89 3.09 -66.01 66.04 -4.38 -5.25
1906963 0.00 0.00 0.00 0.00 5.22 3.32 5.67 3.09 0.00 0.00 -8.88 -5.25
1922606 0.00 0.00 0.00 0.00 6.34 2.20 5.67 3.09 68.26 -68.29 -8.85 -9.81
1939201 0.00 0.00 0.00 0.00 5.22 3.32 5.67 2.87 -71.53 71.56 -4.05 -5.04
1954631 0.00 0.00 0.00 0.00 5.22 3.32 5.44 3.09 0.00 0.00 -4.05 4.33
1970709 0.00 0.00 0.00 0.00 5.22 3.32 5.44 3.09 0.00 0.00 -4.05 -4.95
1986755 0.00 0.00 0.00 0.00 2.98 4.43 5.00 3.32 -139.12 69.58 -17.70 8.43
2003031 0.00 0.00 0.00 0.00 5.22 2.20 4.77 3.32 139.41 -139.47 -3.83 -0.87
2020261 0.00 0.00 0.00 0.00 4.10 3.32 4.55 3.32 -68.73 68.77 -8.41 -5.74
2036046 0.00 0.00 0.00 0.00 5.22 2.20 4.55 3.09 64.92 -64.96 -8.75 -5.41
2051663 0.00 0.00 0.00 0.00 6.34 2.20 4.77 2.87 70.88 -0.02 -4.02 -5.41
2067924 0.00 0.00 0.00 0.00 7.46 2.20 5.67 2.42 71.66 -0.03 5.08 -5.41
2084919 0.00 0.00 0.00 0.00 4.10 2.20 5.44 2.42 -206.41 0.05 -8.69 -0.63
2100567 0.00 0.00 0.00 0.00 5.22 1.08 5.67 1.97 65.83 -65.89 0.27 -14.16
2118201 0.00 0.00 0.00 0.00 5.22 3.32 5.67 2.20 -0.03 143.08 -4.72 5.36
2133385 0.00 0.00 0.00 0.00 4.10 -0.04 5.22 1.75 -63.42 -190.49 -4.55 -11.74
2150691 0.00 0.00 0.00 0.00 6.34 2.20 5.00 1.75 147.35 147.50 5.27 -1.91
2165900 0.00 0.00 0.00 0.00 4.10 2.20 5.00 1.75 -129.29 0.02 -7.90 2.65
2184310 0.00 0.00 0.00 0.00 4.10 -0.04 4.77 1.52 0.00 -147.28 -3.13 -11.94
2198230 0.00 0.00 0.00 0.00 4.10 1.08 4.55 1.08 -0.00 60.86 -3.13 -7.89
2214652 0.00 0.00 0.00 0.00 5.22 -0.04 4.77 1.08 80.40 -80.50 2.23 -13.25
2232154 0.00 0.00 0.00 0.00 5.22 -0.04 4.55 0.63 0.00 0.00 11.50 -17.89
2247207 0.00 0.00 0.00 0.00 4.10 1.08 4.55 0.40 -63.94 64.02 -2.05 -4.32
2263442 0.00 0.00 0.00 0.00 4.10 -1.16 4.55 0.18 0.00 -148.91 2.53 -18.84
2280357 0.00 0.00 0.00 0.00 2.98 1.08 4.33 0.18 -68.92 138.06 -6.39 -5.30
2295966 0.00 0.00 0.00 0.00 2.98 -0.04 3.88 0.18 -0.01 -66.23 -11.12 -9.72
2313139 0.00 0.00 0.00 0.00 6.34 -1.17 4.10 -0.04 215.13 -71.86 -1.55 -14.50
2328455 0.00 0.00 0.00 0.00 2.98 -0.04 3.88 -0.27 -195.54 65.32 -0.83 -10.15
2345146 0.00 0.00 0.00 0.00 4.10 -0.04 3.88 -0.04 73.07 0.01 -0.35 -5.76
2361391 0.00 0.00 0.00 0.00 5.22 -0.04 4.33 -0.27 67.05 -0.01 4.12 -15.30
2377577 0.00 0.00 0.00 0.00 2.98 -0.04 4.33 -0.27 -137.78 0.00 -0.83 -2.60
2393951 0.00 0.00 0.00 0.00 4.10 -1.16 3.88 -0.27 69.14 -69.26 -6.05 -17.05
2410399 0.00 0.00 0.00 0.00 4.10 -0.04 4.10 -0.27 -0.00 68.47 2.57 -12.49
2426352 0.00 0.00 0.00 0.00 4.10 1.08 4.10 -0.04 -0.00 68.11 2.57 1.87
2442097 0.00 0.00 0.00 0.00 4.10 -1.16 3.88 -0.27 0.00 -140.51 2.57 -11.55
2458756 0.00 0.00 0.00 0.00 4.10 -0.04 4.10 -0.27 -0.00 71.21 -2.79 -1.44
2474975 0.00 0.00 0.00 0.00 2.98 -0.04 3.88 -0.04 -67.18 -0.01 -7.27 -1.44
2490749 0.00 0.00 0.00 0.00 2.98 -2.29 3.65 -0.49 -0.03 -138.31 -3.00 -14.93
2507163 0.00 0.00 0.00 0.00 2.98 1.08 3.43 -0.49 0.05 213.24 -3.00 9.22
2523944 0.00 0.00 0.00 0.00 4.10 -2.29 3.43 -0.72 68.17 -204.91 6.14 -13.65
2539551 0.00 0.00 0.00 0.00 2.98 -0.04 3.21 -0.72 -66.69 133.67 1.69 -0.32
2555893 0.00 0.00 0.00 0.00 2.98 -0.04 3.21 -0.72 0.00 0.00 -12.65 4.47
2572307 0.00 0.00 0.00 0.00 2.98 -0.04 3.21 -0.27 0.00 0.00 0.39 0.11
2589014 0.00 0.00 0.00 0.00 0.74 1.08 2.76 -0.27 -136.34 68.20 -13.57 4.66
2604839 0.00 0.00 0.00 0.00 2.98 -0.04 2.54 0.18 133.95 -67.01 -9.11 0.19
2621440 0.00 0.00 0.00 0.00 1.86 -0.04 2.31 0.18 -70.72 -0.02 -4.64 0.19
2637843 0.00 0.00 0.00 0.00 2.98 1.08 2.31 0.40 67.43 67.51 -4.76 9.31
2654016 0.00 0.00 0.00 0.00 2.98 -1.16 2.31 0.18 -0.03 -136.65 -4.76 -4.37
2670451 0.00 0.00 0.00 0.00 2.98 -0.04 2.76 -0.04 0.02 69.32 -4.76 -4.28
2685767 0.00 0.00 0.00 0.00 1.86 1.08 2.54 0.18 -68.07 68.15 -9.30 9.63
2702325 0.00 0.00 0.00 0.00 2.98 -0.04 2.76 0.18 73.04 -73.13 -4.43 0.00
2718947 0.00 0.00 0.00 0.00 1.86 -0.04 2.54 -0.04 -67.59 -0.02 -4.45 0.00
2735505 0.00 0.00 0.00 0.00 1.86 -0.04 2.31 0.18 0.00 0.00 -4.45 9.22
2750630 0.00 0.00 0.00 0.00 5.22 -2.29 2.76 -0.27 202.80 -135.46 9.06 -14.02
2767325 0.00 0.00 0.00 0.00 0.75 2.20 2.54 -0.04 -295.94 296.37 -15.21 19.40
2783692 0.00 0.00 0.00 0.00 2.98 -0.04 2.54 -0.04 134.01 -134.13 -1.83 1.54
2799801 0.00 0.00 0.00 0.00 2.98 -0.04 2.76 -0.04 0.00 0.00 -1.83 1.54
2816017 0.00 0.00 0.00 0.00 1.86 4.43 2.76 0.85 -69.39 277.97 -6.46 20.07
2832267 0.00 0.00 0.00 0.00 1.86 1.08 2.09 1.52 -0.06 -207.06 2.63 1.72
2848338 0.00 0.00 0.00 0.00 4.10 1.08 2.76 1.30 137.71 0.02 2.88 6.19
2864755 0.00 0.00 0.00 0.00 2.98 -0.04 2.76 1.30 -69.63 -69.72 2.95 1.54
2881223 0.00 0.00 0.00 0.00 1.86 -0.04 2.54 1.30 -68.17 -0.02 -6.09 -2.96
2897301 0.00 0.00 0.00 0.00 2.98 1.08 2.76 0.63 67.97 68.06 -1.55 10.69
2913506 0.00 0.00 0.00 0.00 2.98 1.08 2.98 0.63 0.00 0.00 -1.55 6.07
2930172 0.00 0.00 0.00 0.00 1.86 1.08 2.54 0.63 -69.05 -0.02 -1.62 1.52
2945962 0.00 0.00 0.00 0.00 2.98 1.08 2.54 0.85 67.14 0.02 -2.01 6.40
2961552 0.00 0.00 0.00 0.00 2.98 -0.04 2.76 0.85 -0.01 -70.95 2.49 1.67
2977714 0.00 0.00 0.00 0.00 0.74 1.08 2.31 0.85 -143.55 71.81 -7.08 6.46
2993993 0.00 0.00 0.00 0.00 2.98 1.08 2.31 0.85 138.48 0.05 -11.37 15.49
3010749 0.00 0.00 0.00 0.00 1.86 -0.04 2.31 0.63 -68.76 -68.85 3.78 -8.86
3026365 0.00 0.00 0.00 0.00 1.86 1.08 2.09 0.63 0.03 66.87 -5.15 4.54
3042477 0.00 0.00 0.00 0.00 1.86 -0.04 1.86 0.63 -0.03 -71.75 -5.15 -0.24
3059086 0.00 0.00 0.00 0.00 1.86 1.08 2.09 0.63 0.03 69.54 -0.53 -14.13
3075472 0.00 0.00 0.00 0.00 1.86 -0.04 1.86 0.40 -0.03 -67.46 -0.53 -4.83
3092280 0.00 0.00 0.00 0.00 2.98 -1.16 2.09 0.18 68.29 -68.40 -5.15 -9.39
3107472 0.00 0.00 0.00 0.00 0.74 -0.04 1.86 -0.04 -133.17 66.64 -9.39 -0.30
3123814 0.00 0.00 0.00 0.00 0.74 -1.17 1.64 -0.27 -0.05 -73.81 -4.85 -5.22
3140281 0.00 0.00 0.00 0.00 1.86 -1.17 1.64 -0.72 68.52 0.05 -4.81 -9.75
3156600 0.00 0.00 0.00 0.00 1.86 -0.04 1.64 -0.72 0.03 68.09 -4.81 -5.21
3172916 0.00 0.00 0.00 0.00 4.10 -2.29 1.86 -0.94 137.16 -137.43 8.94 -14.37
3188770 0.00 0.00 0.00 0.00 1.86 -1.17 2.09 -1.17 -137.22 68.74 -4.69 -9.79
3205254 0.00 0.00 0.00 0.00 1.86 -1.17 2.31 -1.17 0.00 0.00 -4.69 -5.06
3221638 0.00 0.00 0.00 0.00 1.86 -2.29 2.31 -1.39 -0.04 -68.07 4.88 -14.39
3237646 0.00 0.00 0.00 0.00 4.10 -0.04 2.76 -1.39 136.68 136.95 4.76 -5.26
3254129 0.00 0.00 0.00 0.00 1.86 -1.17 2.31 -1.17 -139.86 -70.07 0.02 -5.34
3269793 0.00 0.00 0.00 0.00 5.22 -1.16 2.98 -1.17 203.74 0.02 13.60 -9.80
3286211 0.00 0.00 0.00 0.00 1.86 -2.29 2.98 -1.39 -214.43 -71.66 -0.69 -9.79
3302271 0.00 0.00 0.00 0.00 1.86 -2.29 2.98 -1.39 0.00 0.00 -0.69 -14.43
3319454 0.00 0.00 0.00 0.00 0.74 -1.17 2.31 -1.61 -69.68 69.83 -5.34 -5.28
3335103 0.00 0.00 0.00 0.00 2.98 -1.16 2.53 -1.61 130.31 0.07 -1.20 -0.71
3351809 0.00 0.00 0.00 0.00 2.98 -2.29 2.09 -1.84 -0.02 -71.70 7.68 -9.93
3368109 0.00 0.00 0.00 0.00 2.98 -1.16 2.31 -1.61 0.02 67.17 7.68 -0.54
3384818 0.00 0.00 0.00 0.00 1.86 -1.17 2.31 -1.39 -68.68 -0.03 -1.47 -0.54
3400624 0.00 0.00 0.00 0.00 2.98 -2.29 2.76 -1.61 66.98 -67.13 3.00 -9.55
3416392 0.00 0.00 0.00 0.00 2.98 -0.04 2.76 -1.39 0.04 141.92 -6.14 9.07
3433742 0.00 0.00 0.00 0.00 1.86 -2.29 2.53 -1.39 -71.05 -142.30 -1.73 -5.00
3449137 0.00 0.00 0.00 0.00 2.98 -0.04 2.53 -1.17 64.57 129.32 2.57 3.62
3465977 0.00 0.00 0.00 0.00 1.86 -0.04 2.53 -0.94 -72.70 -0.02 -2.27 8.16
3481424 0.00 0.00 0.00 0.00 1.86 -2.29 2.31 -0.94 -0.07 -133.22 -11.39 -9.85
3497705 0.00 0.00 0.00 0.00 1.86 -0.04 2.09 -0.94 0.08 145.23 -2.06 4.50
3514685 0.00 0.00 0.00 0.00 1.86 -1.17 2.09 -0.72 -0.03 -68.87 -15.64 -0.09
3530431 0.00 0.00 0.00 0.00 4.10 1.08 2.31 -0.49 131.85 132.04 7.44 13.49
3547414 0.00 0.00 0.00 0.00 1.86 1.08 2.31 -0.27 -142.12 -0.03 -2.03 13.49
3563270 0.00 0.00 0.00 0.00 1.86 -1.17 2.31 -0.04 -0.06 -131.99 2.61 0.03
3579423 0.00 0.00 0.00 0.00 2.98 1.08 2.53 0.18 70.63 141.39 -1.37 9.45
3595345 0.00 0.00 0.00 0.00 1.86 -0.04 2.53 0.40 -69.30 -69.38 -5.99 9.61
3612382 0.00 0.00 0.00 0.00 2.98 -0.04 2.31 0.18 70.29 0.02 -1.30 5.13
3628432 0.00 0.00 0.00 0.00 0.74 1.08 2.09 0.18 -131.36 65.71 -5.48 9.51
3644133 0.00 0.00 0.00 0.00 1.86 1.08 2.09 0.63 69.73 0.03 -5.30 13.99
3660506 0.00 0.00 0.00 0.00 2.98 -0.04 2.09 0.40 71.25 -71.34 -0.55 -0.23
3676687 0.00 0.00 0.00 0.00 0.74 -0.04 1.86 0.40 -136.73 -0.06 -4.93 9.26
3692914 0.00 0.00 0.00 0.00 2.98 -0.04 1.86 0.40 138.35 0.06 -0.01 0.64
3709316 0.00 0.00 0.00 0.00 0.75 2.20 1.86 0.63 -137.88 138.00 -4.36 9.84
3725685 0.00 0.00 0.00 0.00 1.86 1.08 1.86 0.63 68.20 -68.24 0.19 14.17
3741315 0.00 0.00 0.00 0.00 1.86 1.08 1.64 0.85 0.00 0.00 0.19 4.49
3758038 0.00 0.00 0.00 0.00 0.74 1.08 1.64 1.08 -71.60 -0.03 -4.58 9.08
3774185 0.00 0.00 0.00 0.00 2.98 -0.04 1.64 1.08 133.82 -66.94 -4.45 -4.19
3790506 0.00 0.00 0.00 0.00 0.75 2.20 1.64 1.08 -138.56 138.69 -4.21 5.06
3807291 0.00 0.00 0.00 0.00 1.86 2.20 1.64 1.30 68.56 0.03 0.36 13.86
3823238 0.00 0.00 0.00 0.00 1.86 1.08 1.64 1.30 -0.02 -66.71 -4.35 -0.01
3839520 0.00 0.00 0.00 0.00 2.98 1.08 2.09 1.30 70.17 0.02 4.95 4.62
3855087 0.00 0.00 0.00 0.00 1.86 2.20 1.86 1.75 -68.70 68.75 -4.32 9.20
3871260 0.00 0.00 0.00 0.00 1.86 -0.04 2.09 1.30 -0.05 -143.91 4.44 -4.78
3888522 0.00 0.00 0.00 0.00 1.86 2.20 2.09 1.30 0.05 138.51 -0.21 4.46
3904290 0.00 0.00 0.00 0.00 1.86 1.08 2.09 1.30 -0.02 -64.87 -4.96 4.89
3920742 0.00 0.00 0.00 0.00 0.74 -0.04 1.64 1.08 -71.02 -71.10 -0.58 0.15
3936667 0.00 0.00 0.00 0.00 1.86 2.20 1.64 1.08 68.09 136.20 -5.26 9.23
3951980 0.00 0.00 0.00 0.00 1.86 -0.04 1.64 1.08 -0.05 -140.67 3.92 -9.35
3968340 0.00 0.00 0.00 0.00 0.74 1.08 1.42 0.85 -73.06 73.13 -5.49 0.07
3984965 0.00 0.00 0.00 0.00 0.74 -0.04 1.19 0.63 -0.04 -68.49 -5.50 -4.49
4001374 0.00 0.00 0.00 0.00 0.74 -0.04 1.19 0.63 0.00 0.00 -0.72 -4.49
4017428 0.00 0.00 0.00 0.00 1.86 2.20 1.19 0.63 68.27 136.56 -5.09 9.08
4033740 0.00 0.00 0.00 0.00 1.86 -1.17 1.19 0.40 -0.09 -209.38 4.14 -14.13
4049421 0.00 0.00 0.00 0.00 -1.50 -0.05 0.74 0.18 -205.92 68.57 -14.16 -9.56
4065681 0.00 0.00 0.00 0.00 -0.37 1.08 0.52 0.40 71.50 71.54 -9.39 -0.34
4082448 0.00 0.00 0.00 0.00 0.74 -1.17 0.52 0.18 68.76 -137.83 -9.49 -9.53
4098365 0.00 0.00 0.00 0.00 0.74 1.08 0.30 -0.05 0.09 133.71 -4.90 -5.20
